order_id,customer_id,order_date,region,category,segment,status,units,unit_price,discount_pct,revenue,rev_tier,quarter,region_total,rev_share_pct
ORD5079,1051,29-09-2024,North,Sports,Premium,Delivered,23,295.5389138,5,6457.53,High,2024Q3,640634.4,1.008
ORD5080,1006,28-08-2024,East,Clothing,Regular,Returned,5,417.8415907,15,1775.83,Medium,2024Q3,544918.75,0.326
ORD5081,1041,26-03-2024,South,Home,Regular,Delivered,14,293.4144158,10,3697.02,Medium,2024Q1,527524.29,0.701
ORD5082,1069,15-06-2024,South,Books,Premium,Delivered,9,573.740474,5,4905.48,Medium,2024Q2,527524.29,0.93
ORD5083,1072,30-09-2024,North,Sports,Regular,Delivered,8,591.9736225,20,3788.63,Medium,2024Q3,640634.4,0.591
ORD5084,1004,24-05-2024,North,Home,Premium,Delivered,7,522.2482481,20,2924.59,Medium,2024Q2,640634.4,0.457
ORD5085,1022,05-01-2024,North,Sports,Regular,Delivered,2,147.5832083,10,265.65,Low,2024Q1,640634.4,0.041
ORD5086,1070,30-04-2024,South,Home,VIP,Delivered,2,494.1232466,10,889.42,Low,2024Q2,527524.29,0.169
ORD5087,1039,14-09-2024,West,Clothing,Premium,Delivered,23,127.7992006,10,2645.44,Medium,2024Q3,536206.69,0.493
ORD5088,1019,24-08-2024,West,Books,Regular,Delivered,3,310.8012797,20,745.92,Low,2024Q3,536206.69,0.139
ORD5089,1051,05-09-2024,North,Clothing,Premium,Returned,22,137.651874,15,2574.09,Medium,2024Q3,640634.4,0.402
ORD5090,1037,23-03-2024,South,Clothing,VIP,Pending,15,251.5106892,0,3772.66,Medium,2024Q1,527524.29,0.715
ORD5091,1068,28-12-2024,East,Clothing,Premium,Delivered,11,458.0911324,15,4283.15,Medium,2024Q4,544918.75,0.786
ORD5092,1053,28-11-2024,West,Sports,Premium,Pending,19,219.8556104,20,3341.81,Medium,2024Q4,536206.69,0.623
ORD5093,1079,02-06-2024,North,Clothing,Premium,Delivered,24,99.27618056,0,2382.63,Medium,2024Q2,640634.4,0.372
ORD5094,1010,16-01-2024,West,Electronics,Regular,Pending,20,303.6905823,10,5466.43,High,2024Q1,536206.69,1.019
ORD5095,1049,09-09-2024,North,Electronics,Premium,Delivered,8,81.66919204,20,522.68,Low,2024Q3,640634.4,0.082
ORD5096,1043,08-11-2024,West,Electronics,Regular,Delivered,19,477.8678232,5,8625.51,High,2024Q4,536206.69,1.609
ORD5097,1062,17-02-2024,West,Electronics,Regular,Delivered,2,459.627406,10,827.33,Low,2024Q1,536206.69,0.154
ORD5098,1055,11-11-2024,North,Home,VIP,Delivered,3,535.6001304,0,1606.8,Medium,2024Q4,640634.4,0.251
ORD5099,1052,09-06-2024,North,Electronics,Regular,Returned,1,536.3349674,5,509.52,Low,2024Q2,640634.4,0.08
ORD5100,1017,18-12-2024,South,Clothing,Regular,Returned,12,54.95369124,20,527.56,Low,2024Q4,527524.29,0.1
ORD5101,1009,11-11-2024,North,Books,Regular,Returned,6,73.98170854,5,421.7,Low,2024Q4,640634.4,0.066
ORD5102,1069,04-12-2024,South,Sports,Premium,Returned,15,356.0438104,5,5073.62,Medium,2024Q4,527524.29,0.962
ORD5103,1066,18-04-2024,North,Home,Premium,Pending,9,522.4605636,0,4702.15,Medium,2024Q2,640634.4,0.734
ORD5104,1028,14-12-2024,South,Electronics,Premium,Delivered,5,181.8860743,20,727.54,Low,2024Q4,527524.29,0.138
ORD5105,1011,13-05-2024,North,Home,VIP,Delivered,8,477.7465853,10,3439.78,Medium,2024Q2,640634.4,0.537
ORD5106,1069,15-01-2024,West,Home,Regular,Delivered,21,509.5538369,0,10700.63,High,2024Q1,536206.69,1.996
ORD5107,1049,13-04-2024,North,Clothing,Regular,Delivered,10,93.11421076,20,744.91,Low,2024Q2,640634.4,0.116
ORD5108,1056,19-06-2024,North,Clothing,Regular,Delivered,23,342.5978191,20,6303.8,High,2024Q2,640634.4,0.984
ORD5109,1030,30-01-2024,South,Sports,Premium,Delivered,21,519.5162648,5,10364.35,High,2024Q1,527524.29,1.965
ORD5110,1061,29-08-2024,East,Electronics,Premium,Delivered,15,205.6040499,20,2467.25,Medium,2024Q3,544918.75,0.453
ORD5111,1072,22-05-2024,East,Electronics,Premium,Returned,19,286.1731306,20,4349.83,Medium,2024Q2,544918.75,0.798
ORD5112,1009,24-12-2024,West,Electronics,Regular,Delivered,14,418.7125725,5,5568.88,High,2024Q4,536206.69,1.039
ORD5113,1080,19-08-2024,North,Sports,Regular,Returned,19,333.1103517,10,5696.19,High,2024Q3,640634.4,0.889
ORD5114,1055,06-09-2024,East,Home,Premium,Delivered,4,206.7652095,15,703,Low,2024Q3,544918.75,0.129
ORD5115,1022,04-10-2024,North,Home,Regular,Delivered,19,230.8039338,15,3727.48,Medium,2024Q4,640634.4,0.582
ORD5116,1015,26-02-2024,South,Electronics,Premium,Delivered,10,58.88465373,10,529.96,Low,2024Q1,527524.29,0.1
ORD5117,1075,13-03-2024,North,Home,Premium,Delivered,10,306.0121598,15,2601.1,Medium,2024Q1,640634.4,0.406
ORD5118,1018,13-08-2024,West,Electronics,VIP,Delivered,14,348.078123,5,4629.44,Medium,2024Q3,536206.69,0.863
ORD5119,1074,06-08-2024,South,Electronics,Regular,Delivered,21,365.2927858,15,6520.48,High,2024Q3,527524.29,1.236
ORD5120,1055,12-01-2024,West,Home,Regular,Returned,23,411.309708,10,8514.11,High,2024Q1,536206.69,1.588
ORD5121,1019,30-10-2024,North,Electronics,Regular,Delivered,13,410.0362003,0,5330.47,Medium,2024Q4,640634.4,0.832
ORD5122,1004,14-10-2024,South,Clothing,Regular,Delivered,13,578.3209005,5,7142.26,High,2024Q4,527524.29,1.354
ORD5123,1038,05-06-2024,South,Electronics,Regular,Delivered,22,365.6083137,15,6836.88,High,2024Q2,527524.29,1.296
ORD5124,1025,20-07-2024,East,Clothing,VIP,Pending,2,250.448557,10,450.81,Low,2024Q3,544918.75,0.083
ORD5125,1064,14-02-2024,North,Electronics,Regular,Pending,13,124.0258385,20,1289.87,Low,2024Q1,640634.4,0.201
ORD5126,1070,24-03-2024,North,Home,Regular,Delivered,5,267.4036643,15,1136.47,Low,2024Q1,640634.4,0.177
ORD5127,1078,05-10-2024,East,Books,Regular,Returned,14,468.8000165,5,6235.04,High,2024Q4,544918.75,1.144
ORD5128,1067,30-11-2024,East,Electronics,Regular,Delivered,17,190.2820731,10,2911.32,Medium,2024Q4,544918.75,0.534
ORD5129,1023,11-07-2024,South,Electronics,Regular,Delivered,12,447.2828998,20,4293.92,Medium,2024Q3,527524.29,0.814
ORD5130,1080,02-06-2024,North,Home,Premium,Delivered,13,320.4478954,10,3749.24,Medium,2024Q2,640634.4,0.585
ORD5131,1079,01-03-2024,North,Clothing,Regular,Delivered,16,278.4924307,10,4010.29,Medium,2024Q1,640634.4,0.626
ORD5132,1033,25-02-2024,South,Electronics,Regular,Returned,8,109.3777033,20,700.02,Low,2024Q1,527524.29,0.133
ORD5133,1058,04-10-2024,East,Electronics,VIP,Delivered,20,421.9298783,0,8438.6,High,2024Q4,544918.75,1.549
ORD5134,1040,02-09-2024,East,Books,Regular,Delivered,11,467.3561198,10,4626.83,Medium,2024Q3,544918.75,0.849
ORD5135,1031,28-07-2024,North,Books,Premium,Delivered,2,192.5729263,0,385.15,Low,2024Q3,640634.4,0.06
ORD5136,1057,30-12-2024,South,Sports,Premium,Delivered,12,192.8474315,20,1851.34,Medium,2024Q4,527524.29,0.351
ORD5137,1003,25-05-2024,West,Home,Premium,Delivered,8,542.090244,20,3469.38,Medium,2024Q2,536206.69,0.647
ORD5138,1028,18-03-2024,East,Electronics,VIP,Returned,6,590.2492374,0,3541.5,Medium,2024Q1,544918.75,0.65
ORD5139,1020,25-11-2024,West,Home,VIP,Returned,12,421.1564193,10,4548.49,Medium,2024Q4,536206.69,0.848
ORD5140,1062,22-04-2024,West,Electronics,Premium,Delivered,8,254.619802,0,2036.96,Medium,2024Q2,536206.69,0.38
ORD5141,1002,31-05-2024,East,Clothing,Regular,Delivered,10,176.6706924,20,1413.37,Medium,2024Q2,544918.75,0.259
ORD5142,1016,06-05-2024,South,Clothing,Premium,Delivered,6,203.0547353,15,1035.58,Low,2024Q2,527524.29,0.196
ORD5143,1009,25-03-2024,South,Books,Regular,Returned,24,111.082703,15,2266.09,Medium,2024Q1,527524.29,0.43
ORD5144,1012,14-06-2024,West,Clothing,Regular,Delivered,17,509.8141312,20,6933.47,High,2024Q2,536206.69,1.293
ORD5145,1033,26-01-2024,East,Home,Regular,Pending,3,212.8828888,0,638.65,Low,2024Q1,544918.75,0.117
ORD5146,1054,28-12-2024,South,Books,VIP,Delivered,1,525.6157576,20,420.49,Low,2024Q4,527524.29,0.08
ORD5147,1063,25-01-2024,North,Home,Regular,Pending,10,193.891624,20,1551.13,Medium,2024Q1,640634.4,0.242
ORD5148,1052,13-09-2024,South,Sports,VIP,Delivered,15,401.9359872,10,5426.14,High,2024Q3,527524.29,1.029
ORD5149,1068,22-08-2024,North,Sports,Regular,Delivered,2,116.413049,5,221.18,Low,2024Q3,640634.4,0.035
ORD5150,1071,29-03-2024,West,Books,Regular,Delivered,7,591.6599559,5,3934.54,Medium,2024Q1,536206.69,0.734
ORD5151,1060,28-03-2024,North,Home,Regular,Delivered,5,205.0406095,15,871.42,Low,2024Q1,640634.4,0.136
ORD5152,1038,07-11-2024,East,Clothing,Premium,Delivered,20,439.3130377,0,8786.26,High,2024Q4,544918.75,1.612
ORD5153,1007,19-11-2024,West,Clothing,VIP,Delivered,4,413.6269316,20,1323.61,Low,2024Q4,536206.69,0.247
ORD5154,1067,26-10-2024,South,Electronics,Premium,Returned,16,410.3570154,10,5909.14,High,2024Q4,527524.29,1.12
ORD5155,1057,24-02-2024,East,Books,Regular,Delivered,24,400.8865061,10,8659.15,High,2024Q1,544918.75,1.589
ORD5156,1005,11-09-2024,West,Sports,Premium,Delivered,21,63.38776654,10,1198.03,Low,2024Q3,536206.69,0.223
ORD5157,1062,15-02-2024,North,Sports,Premium,Delivered,21,594.3931961,20,9985.81,High,2024Q1,640634.4,1.559
ORD5158,1036,11-11-2024,East,Clothing,VIP,Delivered,20,453.872512,15,7715.83,High,2024Q4,544918.75,1.416
ORD5159,1048,25-08-2024,South,Clothing,Premium,Returned,20,487.7629,15,8291.97,High,2024Q3,527524.29,1.572
ORD5160,1059,07-03-2024,North,Electronics,Regular,Delivered,18,527.7105509,10,8548.91,High,2024Q1,640634.4,1.334
ORD5161,1023,21-03-2024,West,Clothing,VIP,Pending,6,198.9257015,10,1074.2,Low,2024Q1,536206.69,0.2
ORD5162,1039,11-01-2024,West,Sports,Premium,Delivered,11,464.2866181,5,4851.8,Medium,2024Q1,536206.69,0.905
ORD5163,1075,10-01-2024,West,Home,Regular,Delivered,19,166.6069562,0,3165.53,Medium,2024Q1,536206.69,0.59
ORD5164,1070,01-02-2024,West,Electronics,Premium,Delivered,11,494.0032628,5,5162.33,Medium,2024Q1,536206.69,0.963
ORD5165,1065,09-01-2024,East,Electronics,Premium,Pending,14,200.5268341,5,2667.01,Medium,2024Q1,544918.75,0.489
ORD5166,1030,22-03-2024,West,Clothing,Regular,Returned,13,175.5646468,15,1939.99,Medium,2024Q1,536206.69,0.362
ORD5167,1023,06-12-2024,North,Clothing,VIP,Delivered,21,452.8797756,5,9034.95,High,2024Q4,640634.4,1.41
ORD5168,1059,17-09-2024,East,Home,Regular,Delivered,2,514.0900936,5,976.77,Low,2024Q3,544918.75,0.179
ORD5169,1068,15-12-2024,West,Electronics,Premium,Delivered,11,153.8797517,10,1523.41,Medium,2024Q4,536206.69,0.284
ORD5170,1002,21-04-2024,East,Home,Regular,Delivered,7,573.2889765,15,3411.07,Medium,2024Q2,544918.75,0.626
ORD5171,1024,16-01-2024,North,Electronics,Regular,Delivered,11,335.3547313,10,3320.01,Medium,2024Q1,640634.4,0.518
ORD5172,1030,06-10-2024,East,Electronics,Regular,Delivered,11,176.4037372,5,1843.42,Medium,2024Q4,544918.75,0.338
ORD5173,1002,03-09-2024,East,Sports,Premium,Returned,22,574.4542934,10,11374.2,High,2024Q3,544918.75,2.087
ORD5174,1007,19-07-2024,South,Electronics,VIP,Delivered,9,230.934178,5,1974.49,Medium,2024Q3,527524.29,0.374
ORD5175,1033,19-07-2024,North,Electronics,Premium,Delivered,7,338.5570557,10,2132.91,Medium,2024Q3,640634.4,0.333
ORD5176,1066,16-05-2024,West,Electronics,VIP,Returned,8,331.2513976,0,2650.01,Medium,2024Q2,536206.69,0.494
ORD5177,1026,18-12-2024,East,Electronics,Regular,Delivered,24,426.603518,20,8190.79,High,2024Q4,544918.75,1.503
ORD5178,1048,21-03-2024,South,Books,Premium,Delivered,2,226.0290159,5,429.46,Low,2024Q1,527524.29,0.081
ORD5179,1023,12-02-2024,East,Electronics,Regular,Delivered,23,593.7482915,20,10924.97,High,2024Q1,544918.75,2.005
ORD5180,1005,10-02-2024,South,Sports,Premium,Delivered,10,153.9686616,15,1308.73,Low,2024Q1,527524.29,0.248
ORD5181,1032,17-11-2024,South,Sports,Premium,Delivered,20,297.2696845,10,5350.85,Medium,2024Q4,527524.29,1.014
ORD5182,1068,09-11-2024,West,Clothing,Regular,Delivered,1,564.7733782,0,564.77,Low,2024Q4,536206.69,0.105
ORD5183,1058,20-12-2024,East,Home,Regular,Returned,6,587.176961,10,3170.76,Medium,2024Q4,544918.75,0.582
ORD5184,1006,04-11-2024,East,Sports,VIP,Delivered,15,457.3222999,10,6173.85,High,2024Q4,544918.75,1.133
ORD5185,1057,02-07-2024,North,Electronics,Regular,Delivered,24,396.4455304,5,9038.96,High,2024Q3,640634.4,1.411
ORD5186,1069,22-12-2024,West,Sports,Regular,Delivered,5,512.1565813,5,2432.74,Medium,2024Q4,536206.69,0.454
ORD5187,1001,06-01-2024,West,Clothing,Regular,Delivered,2,465.7818499,10,838.41,Low,2024Q1,536206.69,0.156
ORD5188,1054,21-02-2024,West,Electronics,Regular,Delivered,4,345.9452511,5,1314.59,Low,2024Q1,536206.69,0.245
ORD5189,1065,05-12-2024,South,Sports,Regular,Pending,8,226.6202636,15,1541.02,Medium,2024Q4,527524.29,0.292
ORD5190,1012,22-05-2024,North,Clothing,Regular,Pending,19,352.8565511,0,6704.27,High,2024Q2,640634.4,1.047
ORD5191,1023,17-04-2024,East,Electronics,Regular,Returned,3,473.6272956,20,1136.71,Low,2024Q2,544918.75,0.209
ORD5192,1070,16-11-2024,South,Home,VIP,Delivered,12,444.9970398,10,4805.97,Medium,2024Q4,527524.29,0.911
ORD5193,1075,19-07-2024,South,Books,Premium,Delivered,12,161.0504966,20,1546.08,Medium,2024Q3,527524.29,0.293
ORD5194,1037,27-09-2024,South,Sports,Regular,Delivered,11,551.9147141,5,5767.51,High,2024Q3,527524.29,1.093
ORD5195,1057,09-04-2024,East,Sports,VIP,Returned,8,208.5380939,5,1584.89,Medium,2024Q2,544918.75,0.291
ORD5196,1046,27-04-2024,North,Books,Regular,Returned,18,209.8275497,5,3588.05,Medium,2024Q2,640634.4,0.56
ORD5197,1006,04-06-2024,North,Sports,Regular,Delivered,8,167.6988455,15,1140.35,Low,2024Q2,640634.4,0.178
ORD5198,1013,22-01-2024,West,Clothing,Regular,Returned,17,591.7189221,20,8047.38,High,2024Q1,536206.69,1.501
ORD5199,1060,28-09-2024,West,Home,Premium,Delivered,11,66.45577973,5,694.46,Low,2024Q3,536206.69,0.13
ORD5200,1052,26-08-2024,South,Clothing,Regular,Pending,6,164.5896864,20,790.03,Low,2024Q3,527524.29,0.15
ORD5201,1061,13-08-2024,East,Sports,Regular,Delivered,12,463.6778062,5,5285.93,Medium,2024Q3,544918.75,0.97
ORD5202,1072,04-09-2024,East,Electronics,Regular,Returned,4,285.8870664,5,1086.37,Low,2024Q3,544918.75,0.199
ORD5203,1042,01-03-2024,North,Electronics,Premium,Delivered,18,444.6597929,20,6403.1,High,2024Q1,640634.4,0.999
ORD5204,1003,13-05-2024,West,Home,Regular,Returned,6,311.2046695,20,1493.78,Medium,2024Q2,536206.69,0.279
ORD5205,1006,17-01-2024,North,Sports,Regular,Returned,20,430.8390217,20,6893.42,High,2024Q1,640634.4,1.076
ORD5206,1057,10-12-2024,East,Home,Regular,Delivered,12,435.7691246,5,4967.77,Medium,2024Q4,544918.75,0.912
ORD5207,1047,17-05-2024,West,Electronics,Premium,Delivered,13,414.6352116,5,5120.74,Medium,2024Q2,536206.69,0.955
ORD5208,1055,24-03-2024,East,Electronics,Regular,Delivered,10,486.7446695,0,4867.45,Medium,2024Q1,544918.75,0.893
ORD5209,1077,08-05-2024,North,Electronics,Regular,Delivered,15,325.5700556,5,4639.37,Medium,2024Q2,640634.4,0.724
ORD5210,1039,15-04-2024,West,Electronics,Premium,Delivered,8,599.5239739,5,4556.38,Medium,2024Q2,536206.69,0.85
ORD5211,1066,08-09-2024,West,Electronics,Premium,Delivered,22,471.0857927,5,9845.69,High,2024Q3,536206.69,1.836
ORD5212,1066,12-09-2024,North,Home,Premium,Returned,18,122.771881,5,2099.4,Medium,2024Q3,640634.4,0.328
ORD5213,1061,18-01-2024,North,Clothing,Regular,Delivered,22,127.9931012,15,2393.47,Medium,2024Q1,640634.4,0.374
ORD5214,1017,13-05-2024,South,Sports,Regular,Delivered,4,529.0884599,5,2010.54,Medium,2024Q2,527524.29,0.381
ORD5215,1015,19-04-2024,East,Sports,Regular,Returned,16,342.8764697,15,4663.12,Medium,2024Q2,544918.75,0.856
ORD5216,1012,19-07-2024,South,Electronics,Premium,Delivered,10,463.5021979,10,4171.52,Medium,2024Q3,527524.29,0.791
