order_id,customer_id,order_date,region,category,segment,status,units,unit_price,discount_pct,shipping_cost,rating,revenue,profit,year,month,quarter,day_of_week,is_weekend,net_revenue,profit_margin,rev_tier,is_returned,is_cancelled,seg_total,seg_share_pct
GM10063,C160,2023-03-29,North,Clothing,B2B,Cancelled,31,607.4018713741522,10,37.12625137942663,5,16946.51,2374.68,2023,2023-03,2023Q1,Wednesday,False,16909.38,14.01,High,0,1,2559078.14,0.662
GM10064,C085,2023-06-22,North,Electronics,B2B,Delivered,17,55.77614429449651,5,165.30047297597423,5,900.78,272.44,2023,2023-06,2023Q2,Thursday,False,735.48,30.24,Low,0,0,2559078.14,0.035
GM10065,C163,2024-11-12,North,Home,B2C,Delivered,50,371.7511862037599,20,48.9372185519887,4,14870.05,4062.84,2024,2024-11,2024Q4,Tuesday,False,14821.11,27.32,High,0,0,5282746.83,0.281
GM10066,C037,2024-12-03,East,Electronics,B2C,Delivered,42,455.0363452393225,0,42.38554269834073,1,19111.53,5360.21,2024,2024-12,2024Q4,Tuesday,False,19069.14,28.05,High,0,0,5282746.83,0.362
GM10067,C082,2023-03-13,North,Beauty,Enterprise,Returned,12,424.56529013310654,15,147.37596955634723,5,4330.57,601.05,2023,2023-03,2023Q1,Monday,False,4183.19,13.88,Medium,1,0,1511486.14,0.287
GM10068,C104,2024-06-24,North,Home,B2B,Delivered,24,364.17041869505044,15,96.08138015336944,1,7429.08,2177.63,2024,2024-06,2024Q2,Monday,False,7333.0,29.31,Medium,0,0,2559078.14,0.29
GM10069,C032,2024-05-05,East,Home,B2C,Delivered,32,137.07240908763384,15,100.54319204448754,4,3728.37,957.71,2024,2024-05,2024Q2,Sunday,True,3627.83,25.69,Low,0,0,5282746.83,0.071
GM10070,C139,2023-07-22,North,Books,B2C,Delivered,39,378.4442844586807,20,12.76119128472307,5,11807.46,698.17,2023,2023-07,2023Q3,Saturday,True,11794.7,5.91,High,0,0,5282746.83,0.224
GM10071,C181,2023-03-02,South,Electronics,B2C,Delivered,26,658.2785428956887,5,136.95955718360207,5,16259.48,4627.61,2023,2023-03,2023Q1,Thursday,False,16122.52,28.46,High,0,0,5282746.83,0.308
GM10072,C158,2024-01-22,West,Electronics,Enterprise,Delivered,23,556.5184603941567,20,141.2074717874756,4,10239.94,2716.86,2024,2024-01,2024Q1,Monday,False,10098.73,26.53,Medium,0,0,1511486.14,0.677
GM10073,C139,2023-04-09,South,Electronics,Enterprise,Delivered,32,98.24151991068135,10,93.57734450616913,3,2829.36,206.53,2023,2023-04,2023Q2,Sunday,True,2735.78,7.3,Low,0,0,1511486.14,0.187
GM10074,C145,2023-10-29,West,Electronics,Enterprise,Pending,17,570.5792094368587,20,39.24740916917982,4,7759.88,2630.34,2023,2023-10,2023Q4,Sunday,True,7720.63,33.9,Medium,0,0,1511486.14,0.513
GM10075,C123,2023-12-31,West,Home,B2B,Returned,16,368.625649384254,5,176.001965041453,2,5603.11,1460.65,2023,2023-12,2023Q4,Sunday,True,5427.11,26.07,Medium,1,0,2559078.14,0.219
GM10076,C180,2024-01-13,North,Electronics,B2C,Delivered,46,451.3842837480991,15,97.68973409491933,5,17649.13,2661.03,2024,2024-01,2024Q1,Saturday,True,17551.44,15.08,High,0,0,5282746.83,0.334
GM10077,C018,2024-05-25,South,Beauty,B2C,Delivered,12,112.07855267524161,0,153.6782877901209,4,1344.94,327.48,2024,2024-05,2024Q2,Saturday,True,1191.26,24.35,Low,0,0,5282746.83,0.025
GM10078,C135,2024-09-30,South,Clothing,B2C,Delivered,16,375.67798386401546,10,80.81305213636968,3,5409.76,1492.72,2024,2024-09,2024Q3,Monday,False,5328.95,27.59,Medium,0,0,5282746.83,0.102
GM10079,C034,2023-01-07,East,Home,B2B,Delivered,47,376.1766628137279,20,113.5799177651042,3,14144.24,3860.67,2023,2023-01,2023Q1,Saturday,True,14030.66,27.29,High,0,0,2559078.14,0.553
GM10080,C188,2023-07-12,Central,Electronics,B2C,Delivered,37,87.62897659346345,0,94.24913990376943,5,3242.27,438.03,2023,2023-07,2023Q3,Wednesday,False,3148.02,13.51,Low,0,0,5282746.83,0.061
GM10081,C192,2023-09-18,East,Clothing,B2C,Delivered,50,246.07416790658863,15,120.5361950648747,1,10458.15,599.39,2023,2023-09,2023Q3,Monday,False,10337.61,5.73,Medium,0,0,5282746.83,0.198
GM10082,C128,2023-10-18,Central,Sports,B2B,Delivered,35,48.65374744351759,0,49.68958701888717,5,1702.88,322.69,2023,2023-10,2023Q4,Wednesday,False,1653.19,18.95,Low,0,0,2559078.14,0.067
GM10083,C055,2024-04-12,North,Home,Enterprise,Delivered,35,197.60927412330307,25,34.01716738219433,5,5187.24,1225.34,2024,2024-04,2024Q2,Friday,False,5153.22,23.62,Medium,0,0,1511486.14,0.343
GM10084,C026,2024-04-16,East,Sports,B2C,Delivered,6,451.145349034176,25,142.64878131164232,5,2030.15,261.46,2024,2024-04,2024Q2,Tuesday,False,1887.5,12.88,Low,0,0,5282746.83,0.038
GM10085,C150,2024-11-28,Central,Electronics,B2C,Delivered,39,352.19305827089363,10,50.34773598432778,2,12361.98,2781.49,2024,2024-11,2024Q4,Thursday,False,12311.63,22.5,High,0,0,5282746.83,0.234
GM10086,C179,2023-05-12,North,Clothing,Enterprise,Cancelled,20,664.3472521498518,20,155.5341976780206,5,10629.56,2162.7,2023,2023-05,2023Q2,Friday,False,10474.03,20.35,Medium,0,1,1511486.14,0.703
GM10087,C107,2024-12-22,Central,Home,B2C,Cancelled,4,731.5032237352515,5,53.69448207029058,4,2779.71,540.07,2024,2024-12,2024Q4,Sunday,True,2726.02,19.43,Low,0,1,5282746.83,0.053
GM10088,C105,2023-01-19,East,Sports,B2B,Returned,33,32.49126239086101,15,81.12699998903508,2,911.38,176.07,2023,2023-01,2023Q1,Thursday,False,830.25,19.32,Low,1,0,2559078.14,0.036
GM10089,C184,2023-11-15,North,Clothing,B2C,Returned,40,650.6515353566712,15,124.24114678579896,5,22122.15,3583.12,2023,2023-11,2023Q4,Wednesday,False,21997.91,16.2,High,1,0,5282746.83,0.419
GM10090,C076,2023-03-28,East,Clothing,B2C,Delivered,30,230.58855169929794,25,116.09271430334014,5,5188.24,1615.31,2023,2023-03,2023Q1,Tuesday,False,5072.15,31.13,Medium,0,0,5282746.83,0.098
GM10091,C016,2024-09-15,West,Electronics,B2B,Delivered,40,235.62241829201972,15,133.47481867410826,3,8011.16,1088.97,2024,2024-09,2024Q3,Sunday,True,7877.69,13.59,Medium,0,0,2559078.14,0.313
GM10092,C165,2024-10-10,Central,Books,B2C,Returned,30,157.62070517875583,20,30.661421440815978,2,3782.9,192.45,2024,2024-10,2024Q4,Thursday,False,3752.24,5.09,Low,1,0,5282746.83,0.072
GM10093,C088,2023-11-04,Central,Clothing,Enterprise,Pending,13,586.3860227182666,0,89.52286739131101,4,7623.02,2447.67,2023,2023-11,2023Q4,Saturday,True,7533.5,32.11,Medium,0,0,1511486.14,0.504
GM10094,C065,2024-11-17,North,Clothing,B2C,Delivered,37,502.237734443409,10,121.0947887590897,4,16724.52,5335.28,2024,2024-11,2024Q4,Sunday,True,16603.43,31.9,High,0,0,5282746.83,0.317
GM10095,C065,2023-06-06,West,Home,Enterprise,Pending,10,157.52583883854834,15,161.5407568332708,3,1338.97,303.83,2023,2023-06,2023Q2,Tuesday,False,1177.43,22.69,Low,0,0,1511486.14,0.089
GM10096,C099,2023-12-15,East,Sports,B2B,Returned,30,221.43028915153673,25,17.5896260336906,1,4982.18,270.4,2023,2023-12,2023Q4,Friday,False,4964.59,5.43,Medium,1,0,2559078.14,0.195
GM10097,C184,2023-11-03,Central,Electronics,B2B,Delivered,26,453.70635858223596,15,29.571710103128,5,10026.91,2986.4,2023,2023-11,2023Q4,Friday,False,9997.34,29.78,Medium,0,0,2559078.14,0.392
GM10098,C105,2024-06-05,West,Clothing,B2B,Returned,48,123.02512132771272,20,90.88798801160142,5,4724.16,687.88,2024,2024-06,2024Q2,Wednesday,False,4633.27,14.56,Medium,1,0,2559078.14,0.185
GM10099,C075,2023-12-01,East,Electronics,B2B,Delivered,50,483.72875375537853,20,76.8791695315534,4,19349.15,6270.12,2023,2023-12,2023Q4,Friday,False,19272.27,32.41,High,0,0,2559078.14,0.756
GM10100,C097,2023-09-06,Central,Clothing,B2B,Delivered,31,345.18291352532,10,93.028073277593,1,9630.6,2246.18,2023,2023-09,2023Q3,Wednesday,False,9537.57,23.32,Medium,0,0,2559078.14,0.376
GM10101,C156,2023-05-22,North,Electronics,B2C,Pending,24,606.1547336183703,0,28.80106469152713,4,14547.71,3223.97,2023,2023-05,2023Q2,Monday,False,14518.91,22.16,High,0,0,5282746.83,0.275
GM10102,C193,2024-09-01,East,Home,B2B,Returned,3,327.65562513985805,25,192.8868931577965,3,737.23,78.24,2024,2024-09,2024Q3,Sunday,True,544.34,10.61,Low,1,0,2559078.14,0.029
GM10103,C094,2023-07-07,North,Clothing,B2C,Delivered,42,566.7224672203718,15,111.15906611100381,2,20231.99,2206.23,2023,2023-07,2023Q3,Friday,False,20120.83,10.9,High,0,0,5282746.83,0.383
GM10104,C113,2023-01-14,Central,Electronics,B2B,Returned,42,366.4854561793027,25,56.834348044715775,4,11544.29,944.24,2023,2023-01,2023Q1,Saturday,True,11487.46,8.18,High,1,0,2559078.14,0.451
GM10105,C066,2023-05-01,Central,Home,B2C,Delivered,48,789.292465203628,20,190.055984420289,3,30308.83,8951.45,2023,2023-05,2023Q2,Monday,False,30118.77,29.53,High,0,0,5282746.83,0.574
GM10106,C154,2023-02-06,West,Electronics,B2B,Delivered,16,714.706163283219,25,172.1426831327161,4,8576.47,2019.97,2023,2023-02,2023Q1,Monday,False,8404.33,23.55,Medium,0,0,2559078.14,0.335
GM10107,C124,2023-05-12,Central,Clothing,Enterprise,Delivered,19,498.2704911653369,10,95.35085378225962,3,8520.43,1341.39,2023,2023-05,2023Q2,Friday,False,8425.08,15.74,Medium,0,0,1511486.14,0.564
GM10108,C034,2024-03-29,South,Clothing,Enterprise,Delivered,19,383.0260626743504,10,146.0492729415498,5,6549.75,1676.45,2024,2024-03,2024Q1,Friday,False,6403.7,25.6,Medium,0,0,1511486.14,0.433
GM10109,C032,2023-01-14,North,Electronics,B2C,Returned,3,42.10216536293716,10,61.86870167608215,4,113.68,16.82,2023,2023-01,2023Q1,Saturday,True,51.81,14.8,Low,1,0,5282746.83,0.002
GM10110,C110,2024-06-07,South,Electronics,B2C,Delivered,39,268.5387406893587,15,39.2563131069847,4,8902.06,2998.84,2024,2024-06,2024Q2,Friday,False,8862.8,33.69,Medium,0,0,5282746.83,0.169
GM10111,C110,2023-08-30,East,Clothing,B2B,Delivered,6,83.81122952721556,15,19.89672303831628,5,427.44,23.6,2023,2023-08,2023Q3,Wednesday,False,407.54,5.52,Low,0,0,2559078.14,0.017
GM10112,C025,2023-06-27,East,Clothing,B2B,Delivered,19,463.51730494067493,0,111.12916182600233,4,8806.83,3019.36,2023,2023-06,2023Q2,Tuesday,False,8695.7,34.28,Medium,0,0,2559078.14,0.344
GM10113,C026,2023-05-03,West,Home,B2C,Delivered,43,252.47879393157072,25,102.27565033484044,4,8142.44,814.39,2023,2023-05,2023Q2,Wednesday,False,8040.16,10.0,Medium,0,0,5282746.83,0.154
GM10114,C107,2024-06-23,East,Sports,B2C,Returned,15,691.0718665407761,20,41.2404831212563,5,8292.86,858.8,2024,2024-06,2024Q2,Sunday,True,8251.62,10.36,Medium,1,0,5282746.83,0.157
GM10115,C181,2023-06-25,Central,Clothing,B2B,Delivered,15,463.5279426539354,15,57.52539733867331,4,5909.98,1557.04,2023,2023-06,2023Q2,Sunday,True,5852.45,26.35,Medium,0,0,2559078.14,0.231
GM10116,C173,2024-03-21,East,Home,B2B,Pending,16,288.41314473080155,0,122.94144053575917,4,4614.61,575.11,2024,2024-03,2024Q1,Thursday,False,4491.67,12.46,Medium,0,0,2559078.14,0.18
GM10117,C065,2023-05-13,Central,Home,B2C,Delivered,37,594.5905417409958,20,172.39095971426417,4,17599.88,6093.95,2023,2023-05,2023Q2,Saturday,True,17427.49,34.62,High,0,0,5282746.83,0.333
GM10118,C176,2024-05-29,East,Beauty,B2C,Returned,41,340.5328341413063,25,130.23375930242645,4,10471.38,1209.36,2024,2024-05,2024Q2,Wednesday,False,10341.15,11.55,Medium,1,0,5282746.83,0.198
GM10119,C022,2024-07-05,East,Electronics,B2B,Delivered,43,258.3144099707746,0,194.0748659619379,5,11107.52,2509.36,2024,2024-07,2024Q3,Friday,False,10913.45,22.59,Medium,0,0,2559078.14,0.434
GM10120,C017,2024-08-19,East,Clothing,B2B,Cancelled,31,731.0676262347826,5,68.17953965842364,5,21529.94,5434.03,2024,2024-08,2024Q3,Monday,False,21461.76,25.24,High,0,1,2559078.14,0.841
GM10121,C134,2023-10-09,East,Home,B2B,Delivered,22,30.962676430453854,5,136.27673039769746,5,647.12,120.95,2023,2023-10,2023Q4,Monday,False,510.84,18.69,Low,0,0,2559078.14,0.025
GM10122,C179,2024-06-10,South,Beauty,B2B,Pending,6,351.6307580173828,5,70.99172686745449,4,2004.3,244.17,2024,2024-06,2024Q2,Monday,False,1933.31,12.18,Low,0,0,2559078.14,0.078
GM10123,C164,2024-11-13,South,Electronics,Enterprise,Returned,25,736.2390635780133,5,15.74859600768667,4,17485.68,1970.21,2024,2024-11,2024Q4,Wednesday,False,17469.93,11.27,High,1,0,1511486.14,1.157
GM10124,C025,2023-08-01,South,Electronics,B2B,Delivered,28,341.41046684878296,0,37.9282453528497,4,9559.49,1259.96,2023,2023-08,2023Q3,Tuesday,False,9521.56,13.18,Medium,0,0,2559078.14,0.374
GM10125,C167,2023-03-01,Central,Electronics,B2C,Returned,17,306.593968273865,25,158.0857079224258,3,3909.07,612.6,2023,2023-03,2023Q1,Wednesday,False,3750.98,15.67,Low,1,0,5282746.83,0.074
